resolution_m: 1
numberofangles: 16
totalnumberofprimitives: 144
primID: 0
startangle_c: 0
endpose_c: 2 -2 12
additionalactioncostmult: 4
intermediateposes: 101
1.87 -1.44 -1.131
1.88 -1.47 -1.152
1.9 -1.5 -1.174
1.91 -1.53 -1.196
1.92 -1.55 -1.218
1.93 -1.58 -1.241
1.94 -1.61 -1.263
1.95 -1.64 -1.286
1.96 -1.67 -1.309
1.96 -1.7 -1.332
1.97 -1.73 -1.355
1.98 -1.76 -1.379
1.98 -1.79 -1.402
1.99 -1.82 -1.425
1.99 -1.85 -1.449
1.99 -1.88 -1.473
2 -1.91 -1.496
2 -1.94 -1.52
2 -1.97 -1.544
2 -2 -1.568
primID: 1
startangle_c: 0
endpose_c: 2 -1 13
additionalactioncostmult: 3
intermediateposes: 101
0 0 0
0.02 -0 -0.006
0.05 -0 -0.013
0.07 -0 -0.019
0.1 -0 -0.025
0.12 -0 -0.031
0.14 -0 -0.037
0.17 -0 -0.043
0.19 -0 -0.049
0.22 -0.01 -0.056
0.24 -0.01 -0.062
0.26 -0.01 -0.068
0.29 -0.01 -0.074
0.31 -0.01 -0.08
0.33 -0.01 -0.086
0.36 -0.02 -0.092
0.38 -0.02 -0.098
0.41 -0.02 -0.104
0.43 -0.02 -0.11
0.45 -0.03 -0.117
0.48 -0.03 -0.123
0.5 -0.03 -0.129
0.52 -0.04 -0.135
0.55 -0.04 -0.142
0.57 -0.04 -0.148
0.6 -0.05 -0.155
0.62 -0.05 -0.161
0.64 -0.05 -0.168
0.67 -0.06 -0.175
0.69 -0.06 -0.182
0.71 -0.07 -0.189
0.74 -0.07 -0.196
0.76 -0.08 -0.203
0.78 -0.08 -0.21
0.81 -0.09 -0.217
0.83 -0.09 -0.225
0.85 -0.1 -0.233
0.88 -0.1 -0.24
0.9 -0.11 -0.248
0.92 -0.11 -0.256
0.95 -0.12 -0.265
0.97 -0.13 -0.273
0.99 -0.13 -0.282
1.02 -0.14 -0.291
1.04 -0.15 -0.3
1.06 -0.15 -0.309
1.08 -0.16 -0.318
1.11 -0.17 -0.328
1.13 -0.18 -0.338
1.15 -0.18 -0.348
1.17 -0.19 -0.359
1.2 -0.2 -0.369
1.22 -0.21 -0.381
1.24 -0.22 -0.392
1.26 -0.23 -0.404
1.29 -0.24 -0.416
1.31 -0.25 -0.429
1.33 -0.26 -0.443
1.35 -0.27 -0.457
1.37 -0.28 -0.472
1.39 -0.29 -0.487
1.41 -0.3 -0.504
1.44 -0.31 -0.521
1.46 -0.33 -0.539
1.48 -0.34 -0.558
1.5 -0.35 -0.577
1.52 -0.36 -0.596
1.54 -0.38 -0.615
1.56 -0.39 -0.634
1.57 -0.41 -0.653
1.59 -0.42 -0.672
1.61 -0.44 -0.691
1.63 -0.45 -0.71
1.65 -0.47 -0.729
1.67 -0.48 -0.749
1.68 -0.5 -0.768
1.7 -0.52 -0.787
1.72 -0.53 -0.806
1.73 -0.55 -0.825
1.75 -0.57 -0.844
1.77 -0.59 -0.863
1.78 -0.6 -0.882
1.8 -0.62 -0.902
1.81 -0.64 -0.921
1.82 -0.66 -0.94
1.84 -0.68 -0.959
1.85 -0.7 -0.978
1.87 -0.72 -0.997
1.88 -0.74 -1.016
1.89 -0.76 -1.035
1.9 -0.78 -1.055
1.91 -0.8 -1.074
1.93 -0.82 -1.093
1.94 -0.85 -1.112
1.95 -0.87 -1.131
1.96 -0.89 -1.15
1.97 -0.91 -1.169
1.98 -0.93 -1.188
1.98 -0.95 -1.208
1.99 -0.98 -1.227
2 -1 -1.246
primID: 2
startangle_c: 0
endpose_c: 2 -1 14
additionalactioncostmult: 3
intermediateposes: 101
0 0 0
0.02 -0 -0.015
0.05 -0 -0.029
0.07 -0 -0.044
0.09 -0 -0.059
0.11 -0 -0.075
0.14 -0.01 -0.09
0.16 -0.01 -0.106
0.18 -0.01 -0.121
0.2 -0.01 -0.136
0.23 -0.02 -0.15
0.25 -0.02 -0.165
0.27 -0.02 -0.178
0.3 -0.03 -0.192
0.32 -0.03 -0.204
0.34 -0.04 -0.217
0.36 -0.04 -0.229
0.38 -0.05 -0.24
0.41 -0.05 -0.251
0.43 -0.06 -0.262
0.45 -0.07 -0.272
0.47 -0.07 -0.282
0.49 -0.08 -0.291
0.52 -0.09 -0.3
0.54 -0.09 -0.309
0.56 -0.1 -0.317
0.58 -0.11 -0.326
0.6 -0.11 -0.334
0.62 -0.12 -0.342
0.65 -0.13 -0.349
0.67 -0.14 -0.357
0.69 -0.14 -0.364
0.71 -0.15 -0.372
0.73 -0.16 -0.379
0.75 -0.17 -0.386
0.77 -0.18 -0.392
0.79 -0.19 -0.399
0.82 -0.2 -0.406
0.84 -0.21 -0.412
0.86 -0.21 -0.419
0.88 -0.22 -0.425
0.9 -0.23 -0.431
0.92 -0.24 -0.437
0.94 -0.25 -0.443
0.96 -0.26 -0.45
0.98 -0.27 -0.456
1 -0.28 -0.462
1.02 -0.29 -0.468
1.04 -0.3 -0.474
1.06 -0.31 -0.48
1.08 -0.32 -0.486
1.1 -0.34 -0.493
1.12 -0.35 -0.499
1.14 -0.36 -0.505
1.16 -0.37 -0.512
1.18 -0.38 -0.518
1.2 -0.39 -0.525
1.22 -0.4 -0.532
1.24 -0.41 -0.539
1.26 -0.43 -0.546
1.28 -0.44 -0.553
1.3 -0.45 -0.561
1.32 -0.46 -0.569
1.34 -0.47 -0.577
1.36 -0.49 -0.586
1.38 -0.5 -0.595
1.4 -0.51 -0.604
1.42 -0.53 -0.615
1.43 -0.54 -0.625
1.45 -0.55 -0.637
1.47 -0.57 -0.65
1.49 -0.58 -0.664
1.51 -0.59 -0.679
1.52 -0.61 -0.696
1.54 -0.62 -0.714
1.56 -0.64 -0.731
1.58 -0.65 -0.738
1.59 -0.67 -0.725
1.61 -0.68 -0.712
1.63 -0.7 -0.7
1.64 -0.71 -0.689
1.66 -0.73 -0.679
1.68 -0.74 -0.67
1.7 -0.76 -0.662
1.72 -0.77 -0.655
1.73 -0.78 -0.649
1.75 -0.8 -0.644
1.77 -0.81 -0.641
1.79 -0.83 -0.639
1.81 -0.84 -0.64
1.83 -0.85 -0.642
1.84 -0.87 -0.648
1.86 -0.88 -0.656
1.88 -0.89 -0.668
1.9 -0.91 -0.684
1.92 -0.92 -0.7
1.93 -0.94 -0.716
1.95 -0.95 -0.732
1.97 -0.97 -0.748
1.98 -0.98 -0.764
2 -1 -0.782
primID: 3
startangle_c: 0
endpose_c: 1 0 15
additionalactioncostmult: 2
intermediateposes: 101
0 0 0
0.01 0 0.007
0.02 0 0.015
0.03 0 0.021
0.04 0 0.028
0.05 0 0.035
0.06 0 0.041
0.07 0 0.048
0.08 0 0.055
0.09 0 0.062
0.1 0 0.069
0.11 0 0.076
0.12 0.01 0.084
0.13 0.01 0.092
0.14 0.01 0.1
0.15 0.01 0.108
0.16 0.01 0.117
0.17 0.01 0.125
0.18 0.01 0.133
0.19 0.01 0.141
0.2 0.01 0.149
0.21 0.02 0.157
0.22 0.02 0.165
0.23 0.02 0.173
0.24 0.02 0.181
0.25 0.02 0.189
0.26 0.02 0.197
0.27 0.03 0.206
0.28 0.03 0.214
0.29 0.03 0.209
0.3 0.03 0.205
0.31 0.04 0.2
0.32 0.04 0.195
0.33 0.04 0.19
0.34 0.04 0.184
0.35 0.04 0.178
0.36 0.04 0.172
0.37 0.05 0.165
0.38 0.05 0.158
0.39 0.05 0.151
0.4 0.05 0.144
0.41 0.05 0.137
0.42 0.05 0.13
0.43 0.06 0.122
0.44 0.06 0.114
0.45 0.06 0.107
0.46 0.06 0.099
0.47 0.06 0.091
0.48 0.06 0.083
0.49 0.06 0.076
0.5 0.06 0.068
0.51 0.06 0.06
0.52 0.06 0.052
0.53 0.06 0.045
0.54 0.06 0.037
0.55 0.06 0.029
0.56 0.06 0.021
0.57 0.06 0.014
0.58 0.06 0.006
0.59 0.06 -0.002
0.6 0.06 -0.009
0.61 0.06 -0.017
0.62 0.06 -0.024
0.63 0.06 -0.032
0.64 0.06 -0.039
0.65 0.06 -0.047
0.66 0.06 -0.054
0.67 0.06 -0.062
0.68 0.06 -0.069
0.69 0.06 -0.077
0.7 0.06 -0.084
0.71 0.06 -0.092
0.72 0.06 -0.099
0.73 0.06 -0.107
0.74 0.06 -0.114
0.75 0.05 -0.122
0.76 0.05 -0.129
0.77 0.05 -0.137
0.78 0.05 -0.145
0.79 0.05 -0.152
0.8 0.05 -0.16
0.81 0.05 -0.167
0.82 0.04 -0.175
0.83 0.04 -0.183
0.84 0.04 -0.191
0.85 0.04 -0.198
0.86 0.04 -0.206
0.87 0.03 -0.214
0.88 0.03 -0.222
0.89 0.03 -0.23
0.9 0.03 -0.238
0.91 0.03 -0.246
0.92 0.02 -0.254
0.93 0.02 -0.262
0.94 0.02 -0.27
0.95 0.01 -0.278
0.96 0.01 -0.286
0.97 0.01 -0.294
0.98 0.01 -0.302
0.99 0 -0.31
1 0 -0.319
primID: 4
startangle_c: 0
endpose_c: 1 0 0
additionalactioncostmult: 2
intermediateposes: 101
0 0 0
0.01 0 0
0.02 0 0
0.03 0 0
0.04 0 0
0.05 0 0
0.06 0 0
0.07 0 0
0.08 0 0
0.09 0 0
0.1 0 0
0.11 0 0
0.12 0 0
0.13 0 0
0.14 0 0
0.15 0 0
0.16 0 0
0.17 0 0
0.18 0 0
0.19 0 0
0.2 0 0
0.21 0 0
0.22 0 0
0.23 0 0
0.24 0 0
0.25 0 0
0.26 0 0
0.27 0 0
0.28 0 0
0.29 0 0
0.3 0 0
0.31 0 0
0.32 0 0
0.33 0 0
0.34 0 0
0.35 0 0
0.36 0 0
0.37 0 0
0.38 0 0
0.39 0 0
0.4 0 0
0.41 0 0
0.42 0 0
0.43 0 0
0.44 0 0
0.45 0 0
0.46 0 0
0.47 0 0
0.48 0 0
0.49 0 0
0.5 0 0
0.51 0 0
0.52 0 0
0.53 0 0
0.54 0 0
0.55 0 0
0.56 0 0
0.57 0 0
0.58 0 0
0.59 0 0
0.6 0 0
0.61 0 0
0.62 0 0
0.63 0 0.001
0.64 0 0.001
0.65 0 0.001
0.66 0 0.001
0.67 0 0.001
0.68 0 0.001
0.69 0 0.001
0.7 0 0.001
0.71 0 0.001
0.72 0 0.001
0.73 0 0.001
0.74 0 0.001
0.75 0 0.001
0.76 0 0.001
0.77 0 0.001
0.78 0 0.001
0.79 0 0.001
0.8 0 0.001
0.81 0 0.001
0.82 0 0.001
0.83 0 0.001
0.84 0 0.001
0.85 0 0.001
0.86 0 0.001
0.87 0 0.001
0.88 0 0.001
0.89 0 0.001
0.9 0 0.001
0.91 0 0.001
0.92 0 0.001
0.93 0 0.001
0.94 0 0.001
0.95 0 0.001
0.96 0 0.001
0.97 0 0.001
0.98 0 0.001
0.99 0 0.001
1 0 0.001
primID: 5
startangle_c: 0
endpose_c: 1 0 1
additionalactioncostmult: 2
intermediateposes: 101
0 0 0
0.01 -0 -0.008
0.02 -0 -0.016
0.03 -0 -0.024
0.04 -0 -0.031
0.05 -0 -0.038
0.06 -0 -0.046
0.07 -0 -0.053
0.08 -0 -0.06
0.09 -0 -0.068
0.1 -0 -0.076
0.11 -0 -0.084
0.12 -0.01 -0.092
0.13 -0.01 -0.1
0.14 -0.01 -0.108
0.15 -0.01 -0.116
0.16 -0.01 -0.124
0.17 -0.01 -0.132
0.18 -0.01 -0.14
0.19 -0.01 -0.149
0.2 -0.02 -0.157
0.21 -0.02 -0.165
0.22 -0.02 -0.173
0.23 -0.02 -0.181
0.24 -0.02 -0.189
0.25 -0.02 -0.197
0.26 -0.03 -0.205
0.27 -0.03 -0.213
0.28 -0.03 -0.216
0.29 -0.03 -0.212
0.3 -0.04 -0.207
0.31 -0.04 -0.202
0.32 -0.04 -0.196
0.33 -0.04 -0.191
0.34 -0.04 -0.185
0.35 -0.04 -0.178
0.36 -0.05 -0.172
0.37 -0.05 -0.165
0.38 -0.05 -0.158
0.39 -0.05 -0.151
0.4 -0.05 -0.143
0.41 -0.05 -0.136
0.42 -0.06 -0.128
0.43 -0.06 -0.12
0.44 -0.06 -0.112
0.45 -0.06 -0.105
0.46 -0.06 -0.097
0.47 -0.06 -0.089
0.48 -0.06 -0.081
0.49 -0.06 -0.073
0.5 -0.06 -0.065
0.51 -0.06 -0.057
0.52 -0.06 -0.049
0.53 -0.07 -0.042
0.54 -0.07 -0.034
0.55 -0.07 -0.026
0.56 -0.07 -0.018
0.57 -0.07 -0.011
0.58 -0.07 -0.003
0.59 -0.07 0.005
0.6 -0.07 0.012
0.61 -0.07 0.02
0.62 -0.07 0.028
0.63 -0.07 0.035
0.64 -0.06 0.043
0.65 -0.06 0.05
0.66 -0.06 0.058
0.67 -0.06 0.065
0.68 -0.06 0.073
0.69 -0.06 0.08
0.7 -0.06 0.088
0.71 -0.06 0.095
0.72 -0.06 0.103
0.73 -0.06 0.11
0.74 -0.06 0.118
0.75 -0.06 0.125
0.76 -0.05 0.133
0.77 -0.05 0.14
0.78 -0.05 0.148
0.79 -0.05 0.155
0.8 -0.05 0.163
0.81 -0.05 0.171
0.82 -0.04 0.178
0.83 -0.04 0.186
0.84 -0.04 0.194
0.85 -0.04 0.202
0.86 -0.04 0.209
0.87 -0.03 0.217
0.88 -0.03 0.225
0.89 -0.03 0.233
0.9 -0.03 0.241
0.91 -0.03 0.249
0.92 -0.02 0.257
0.93 -0.02 0.265
0.94 -0.02 0.273
0.95 -0.02 0.281
0.96 -0.01 0.289
0.97 -0.01 0.297
0.98 -0.01 0.306
0.99 -0 0.314
1 -0 0.322
primID: 6
startangle_c: 0
endpose_c: 2 1 2
additionalactioncostmult: 3
intermediateposes: 101
0 0 0
0.02 0 0.015
0.05 0 0.029
0.07 0 0.044
0.09 0 0.059
0.11 0 0.075
0.14 0.01 0.09
0.16 0.01 0.106
0.18 0.01 0.121
0.2 0.01 0.136
0.23 0.02 0.15
0.25 0.02 0.164
0.27 0.02 0.178
0.3 0.03 0.191
0.32 0.03 0.204
0.34 0.04 0.217
0.36 0.04 0.228
0.38 0.05 0.24
0.41 0.05 0.251
0.43 0.06 0.261
0.45 0.07 0.271
0.47 0.07 0.281
0.49 0.08 0.29
0.52 0.09 0.299
0.54 0.09 0.308
0.56 0.1 0.317
0.58 0.11 0.325
0.6 0.11 0.333
0.62 0.12 0.341
0.65 0.13 0.349
0.67 0.14 0.356
0.69 0.14 0.364
0.71 0.15 0.371
0.73 0.16 0.378
0.75 0.17 0.385
0.77 0.18 0.392
0.79 0.19 0.398
0.82 0.2 0.405
0.84 0.21 0.411
0.86 0.21 0.418
0.88 0.22 0.424
0.9 0.23 0.43
0.92 0.24 0.436
0.94 0.25 0.442
0.96 0.26 0.448
0.98 0.27 0.455
1 0.28 0.461
1.02 0.29 0.467
1.04 0.3 0.473
1.06 0.31 0.479
1.08 0.32 0.485
1.1 0.33 0.491
1.12 0.35 0.497
1.14 0.36 0.504
1.16 0.37 0.51
1.18 0.38 0.517
1.2 0.39 0.523
1.22 0.4 0.53
1.24 0.41 0.537
1.26 0.42 0.544
1.28 0.44 0.551
1.3 0.45 0.559
1.32 0.46 0.567
1.34 0.47 0.575
1.36 0.49 0.583
1.38 0.5 0.592
1.4 0.51 0.602
1.42 0.52 0.612
1.43 0.54 0.623
1.45 0.55 0.634
1.47 0.56 0.647
1.49 0.58 0.66
1.51 0.59 0.675
1.53 0.61 0.692
1.54 0.62 0.71
1.56 0.64 0.727
1.58 0.65 0.743
1.59 0.67 0.73
1.61 0.68 0.717
1.63 0.7 0.705
1.65 0.71 0.694
1.66 0.73 0.684
1.68 0.74 0.675
1.7 0.76 0.666
1.72 0.77 0.659
1.74 0.78 0.653
1.75 0.8 0.648
1.77 0.81 0.644
1.79 0.82 0.643
1.81 0.84 0.643
1.83 0.85 0.646
1.84 0.87 0.651
1.86 0.88 0.659
1.88 0.89 0.671
1.9 0.91 0.687
1.92 0.92 0.703
1.93 0.94 0.719
1.95 0.95 0.735
1.97 0.97 0.751
1.98 0.98 0.767
2 1 0.785
primID: 7
startangle_c: 0
endpose_c: 2 1 3
additionalactioncostmult: 3
intermediateposes: 101
0 0 0
0.02 0 0.006
0.05 0 0.012
0.07 0 0.018
0.1 0 0.024
0.12 0 0.03
0.14 0 0.036
0.17 0 0.042
0.19 0 0.048
0.22 0.01 0.054
0.24 0.01 0.06
0.26 0.01 0.066
0.29 0.01 0.072
0.31 0.01 0.078
0.33 0.01 0.084
0.36 0.02 0.09
0.38 0.02 0.096
0.41 0.02 0.102
0.43 0.02 0.108
0.45 0.03 0.114
0.48 0.03 0.12
0.5 0.03 0.127
0.53 0.03 0.133
0.55 0.04 0.139
0.57 0.04 0.146
0.6 0.04 0.152
0.62 0.05 0.159
0.64 0.05 0.165
0.67 0.06 0.172
0.69 0.06 0.179
0.71 0.07 0.186
0.74 0.07 0.193
0.76 0.07 0.2
0.78 0.08 0.207
0.81 0.08 0.215
0.83 0.09 0.222
0.86 0.09 0.23
0.88 0.1 0.238
0.9 0.11 0.246
0.92 0.11 0.254
0.95 0.12 0.262
0.97 0.12 0.271
0.99 0.13 0.28
1.02 0.14 0.289
1.04 0.14 0.298
1.06 0.15 0.307
1.09 0.16 0.316
1.11 0.17 0.326
1.13 0.17 0.336
1.15 0.18 0.347
1.18 0.19 0.357
1.2 0.2 0.368
1.22 0.21 0.379
1.24 0.22 0.391
1.26 0.23 0.403
1.29 0.24 0.416
1.31 0.25 0.429
1.33 0.26 0.443
1.35 0.27 0.457
1.37 0.28 0.472
1.39 0.29 0.488
1.42 0.3 0.505
1.44 0.31 0.523
1.46 0.32 0.541
1.48 0.34 0.56
1.5 0.35 0.579
1.52 0.36 0.598
1.54 0.38 0.617
1.56 0.39 0.637
1.58 0.4 0.656
1.59 0.42 0.675
1.61 0.43 0.694
1.63 0.45 0.713
1.65 0.47 0.732
1.67 0.48 0.751
1.68 0.5 0.771
1.7 0.51 0.79
1.72 0.53 0.809
1.73 0.55 0.828
1.75 0.57 0.847
1.77 0.59 0.866
1.78 0.6 0.885
1.8 0.62 0.904
1.81 0.64 0.924
1.83 0.66 0.943
1.84 0.68 0.962
1.85 0.7 0.981
1.87 0.72 1
1.88 0.74 1.019
1.89 0.76 1.038
1.9 0.78 1.058
1.91 0.8 1.077
1.93 0.82 1.096
1.94 0.84 1.115
1.95 0.87 1.134
1.96 0.89 1.153
1.97 0.91 1.172
1.98 0.93 1.192
1.98 0.95 1.211
1.99 0.98 1.23
2 1 1.249
primID: 8
startangle_c: 0
endpose_c: 2 2 4
additionalactioncostmult: 4
intermediateposes: 101
0 0 0
0.03 0 0.024
0.06 0 0.047
0.09 0 0.07
0.12 0.01 0.094
0.15 0.01 0.117
0.18 0.01 0.14
0.21 0.02 0.164
0.24 0.02 0.187
0.27 0.03 0.21
0.3 0.04 0.233
0.33 0.04 0.257
0.36 0.05 0.28
0.39 0.06 0.303
0.42 0.07 0.326
0.45 0.08 0.349
0.48 0.09 0.372
0.5 0.1 0.394
0.53 0.11 0.416
0.56 0.13 0.437
0.59 0.14 0.457
0.61 0.15 0.477
0.64 0.17 0.495
0.67 0.18 0.513
0.69 0.2 0.53
0.72 0.21 0.546
0.75 0.23 0.562
0.77 0.24 0.576
0.8 0.26 0.59
0.82 0.28 0.604
0.85 0.3 0.617
0.87 0.31 0.629
0.9 0.33 0.641
0.92 0.35 0.652
0.94 0.37 0.663
0.97 0.39 0.673
0.99 0.41 0.683
1.02 0.43 0.692
1.04 0.45 0.702
1.06 0.46 0.71
1.08 0.48 0.719
1.11 0.51 0.727
1.13 0.53 0.735
1.15 0.55 0.742
1.17 0.57 0.75
1.2 0.59 0.757
1.22 0.61 0.764
1.24 0.63 0.771
1.26 0.65 0.778
1.28 0.67 0.785
1.31 0.69 0.791
1.33 0.72 0.798
1.35 0.74 0.804
1.37 0.76 0.811
1.39 0.78 0.817
1.41 0.8 0.824
1.43 0.83 0.831
1.45 0.85 0.837
1.47 0.87 0.844
1.49 0.89 0.851
1.51 0.92 0.858
1.53 0.94 0.866
1.55 0.96 0.873
1.57 0.99 0.881
1.59 1.01 0.889
1.61 1.03 0.898
1.63 1.06 0.907
1.65 1.08 0.916
1.67 1.11 0.926
1.68 1.13 0.936
1.7 1.15 0.947
1.72 1.18 0.959
1.74 1.2 0.971
1.75 1.23 0.984
1.77 1.26 0.999
1.79 1.28 1.014
1.8 1.31 1.031
1.82 1.33 1.05
1.83 1.36 1.07
1.85 1.39 1.091
1.86 1.41 1.112
1.87 1.44 1.133
1.89 1.47 1.155
1.9 1.5 1.177
1.91 1.52 1.199
1.92 1.55 1.221
1.93 1.58 1.243
1.94 1.61 1.266
1.95 1.64 1.289
1.96 1.67 1.312
1.96 1.7 1.335
1.97 1.73 1.358
1.98 1.76 1.382
1.98 1.79 1.405
1.99 1.82 1.428
1.99 1.85 1.452
1.99 1.88 1.476
2 1.91 1.499
2 1.94 1.523
2 1.97 1.547
2 2 1.571
primID: 9
startangle_c: 1
endpose_c: 2 -1 13
additionalactioncostmult: 3
intermediateposes: 101
0 0 0.322
0.02 0.01 0.302
0.05 0.01 0.283
0.07 0.02 0.264
0.09 0.03 0.245
0.12 0.03 0.225
0.14 0.04 0.206
0.17 0.04 0.187
0.19 0.05 0.167
0.21 0.05 0.148
0.24 0.05 0.129
0.26 0.06 0.11
0.29 0.06 0.091
0.31 0.06 0.071
0.34 0.06 0.052
0.36 0.06 0.033
0.38 0.06 0.014
0.41 0.07 -0.005
0.43 0.06 -0.024
0.46 0.06 -0.042
0.48 0.06 -0.06
0.51 0.06 -0.077
0.53 0.06 -0.094
0.55 0.06 -0.11
0.58 0.05 -0.126
0.6 0.05 -0.142
0.63 0.05 -0.157
0.65 0.04 -0.172
0.68 0.04 -0.187
0.7 0.03 -0.201
0.72 0.03 -0.215
0.75 0.02 -0.229
0.77 0.02 -0.243
0.79 0.01 -0.256
0.82 0 -0.269
0.84 -0 -0.282
0.86 -0.01 -0.295
0.89 -0.02 -0.308
0.91 -0.02 -0.32
0.93 -0.03 -0.333
0.96 -0.04 -0.345
0.98 -0.05 -0.357
1 -0.06 -0.369
1.03 -0.07 -0.381
1.05 -0.07 -0.393
1.07 -0.08 -0.404
1.09 -0.09 -0.416
1.12 -0.1 -0.428
1.14 -0.11 -0.439
1.16 -0.12 -0.451
1.18 -0.14 -0.463
1.2 -0.15 -0.474
1.23 -0.16 -0.486
1.25 -0.17 -0.498
1.27 -0.18 -0.51
1.29 -0.19 -0.522
1.31 -0.21 -0.534
1.33 -0.22 -0.546
1.35 -0.23 -0.558
1.37 -0.24 -0.57
1.39 -0.26 -0.582
1.41 -0.27 -0.595
1.43 -0.28 -0.607
1.45 -0.3 -0.62
1.47 -0.31 -0.633
1.49 -0.33 -0.646
1.51 -0.34 -0.659
1.53 -0.36 -0.673
1.55 -0.37 -0.687
1.57 -0.39 -0.7
1.59 -0.4 -0.715
1.61 -0.42 -0.729
1.62 -0.44 -0.744
1.64 -0.45 -0.759
1.66 -0.47 -0.774
1.68 -0.49 -0.789
1.69 -0.51 -0.805
1.71 -0.52 -0.821
1.73 -0.54 -0.838
1.74 -0.56 -0.855
1.76 -0.58 -0.872
1.78 -0.6 -0.89
1.79 -0.62 -0.908
1.81 -0.63 -0.925
1.82 -0.65 -0.942
1.83 -0.67 -0.96
1.85 -0.69 -0.977
1.86 -0.72 -0.995
1.87 -0.74 -1.013
1.89 -0.76 -1.032
1.9 -0.78 -1.051
1.91 -0.8 -1.07
1.92 -0.82 -1.09
1.93 -0.84 -1.109
1.95 -0.86 -1.129
1.96 -0.89 -1.148
1.97 -0.91 -1.168
1.97 -0.93 -1.187
1.98 -0.95 -1.207
1.99 -0.98 -1.226
2 -1 -1.246
primID: 10
startangle_c: 1
endpose_c: 2 0 14
additionalactioncostmult: 3
intermediateposes: 101
0 0 0.322
0.02 0.01 0.339
0.04 0.01 0.356
0.06 0.02 0.372
0.08 0.03 0.388
0.1 0.04 0.405
0.12 0.05 0.418
0.14 0.06 0.429
0.16 0.07 0.437
0.18 0.07 0.444
0.2 0.08 0.449
0.22 0.09 0.453
0.24 0.1 0.457
0.26 0.11 0.459
0.28 0.12 0.461
0.3 0.13 0.462
0.32 0.14 0.462
0.34 0.15 0.462
0.36 0.16 0.461
0.37 0.17 0.458
0.39 0.18 0.455
0.41 0.19 0.45
0.43 0.2 0.444
0.45 0.21 0.437
0.47 0.22 0.429
0.49 0.23 0.42
0.51 0.23 0.41
0.53 0.24 0.399
0.55 0.25 0.388
0.57 0.26 0.377
0.59 0.27 0.365
0.61 0.28 0.352
0.63 0.28 0.339
0.65 0.29 0.326
0.67 0.3 0.313
0.69 0.3 0.299
0.72 0.31 0.286
0.74 0.32 0.271
0.76 0.32 0.257
0.78 0.33 0.242
0.8 0.33 0.228
0.82 0.34 0.213
0.84 0.34 0.197
0.86 0.34 0.182
0.88 0.35 0.167
0.91 0.35 0.151
0.93 0.35 0.135
0.95 0.36 0.119
0.97 0.36 0.103
0.99 0.36 0.087
1.01 0.36 0.071
1.04 0.36 0.054
1.06 0.37 0.038
1.08 0.37 0.021
1.1 0.37 0.004
1.12 0.37 -0.012
1.14 0.37 -0.029
1.17 0.37 -0.046
1.19 0.36 -0.063
1.21 0.36 -0.08
1.23 0.36 -0.097
1.25 0.36 -0.113
1.27 0.36 -0.13
1.29 0.35 -0.147
1.32 0.35 -0.164
1.34 0.35 -0.181
